엄마,가족
아빠,가족
할머니,가족
할아버지,가족
언니,가족
오빠,가족
물,물건
컵,물건
책,물건
장난감,물건
까까,음식
사과,음식
바나나,음식
우유,음식
밥,음식
안녕,인사
고마워,감사
미안,사과
좋아,감정
싫어,감정
아파,감정
기뻐,감정
놀아,행동
자,행동
먹어,행동
마셔,행동
가,행동
와,행동
뭐,질문
어디,질문
언제,질문
누구,질문
왜,질문
네,응답
아니,응답
응,응답
아니야,응답
